log(L),logg,age(Gyrs),Radius,Mbol,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
-2.2617,7.9921,0.2646,0.0129,10.3943,13803.842646028837,6002962.062947082,10436913.50316676,2833304.835689135,7784953.976184345,14625412.758738315,5367351.622391873,2433778.4343697163,1149534.858708116
-2.1791,7.9895,0.2298,0.013,10.1877,14454.39770745928,6437812.36562263,11304849.895659858,2988863.068911357,8700591.234475577,15878184.630323814,5716007.150661973,2564092.8904718636,1204078.665533812
-2.0963,7.9867,0.198,0.013,9.9807,15135.612484362071,7018080.00391707,12444710.560133308,3211781.696774634,9924502.955340289,17495277.990616504,6189460.039983778,2751273.4328328855,1285212.264912844
-2.0132,7.9836,0.1689,0.0131,9.7731,15848.93192461114,7527355.513256644,13472522.374256395,3400400.975767806,11143275.776991265,18940217.45491616,6597157.8676678585,2908558.93258148,1352193.9071535668
-1.93,7.9804,0.1425,0.0131,9.565,16595.869074375598,8191480.995798422,14792749.858770369,3655696.4931225246,12682733.847494915,20784757.452787258,7136362.07748488,3122610.874463135,1445037.0247052964
-1.8466,7.977,0.1186,0.0132,9.3564,17378.00828749376,8777223.494301775,15986877.324726932,3871193.3318698285,14190823.797319688,22441903.459136672,7601715.392349808,3302422.2122214185,1521786.417756854
-1.7629,7.9733,0.0975,0.0132,9.1473,18197.008586099826,9548104.354877526,17535721.619667057,4164135.577849283,16094874.98096966,24588933.350767873,8222267.571559433,3548073.408798809,1628072.3612421057
-1.679,7.9694,0.0791,0.0133,8.9376,19054.607179632483,10232970.86003886,18948211.46568806,4414173.930051672,17961069.28126663,26527985.42501131,8763471.650955267,3756965.242207769,1716952.514446523
-1.595,7.9653,0.0636,0.0133,8.7274,19952.62314968879,11138885.440624097,20789700.023091774,4753455.597821969,20320396.979357366,29060579.493391488,9485848.54175339,4040891.3847132777,1839239.4945356117
-1.5107,7.9611,0.0507,0.0134,8.5167,20892.96130854041,11949106.243755413,22473044.31049504,5045487.408775783,22624858.58071663,31361581.523369562,10120684.146546718,4285197.692537923,1942548.9409102015
-1.4262,7.9566,0.0402,0.0135,8.3056,21877.616239495517,12826775.168176407,24308825.039116256,5359511.244770344,25170273.40745103,33867256.361386426,10805178.133754661,4548130.548920592,2053591.362666577
-1.3415,7.9519,0.0318,0.0136,8.0939,22908.676527677748,13783109.378790563,26314413.091179516,5698950.787501058,27989661.952345185,36597358.09123162,11547863.754514648,4832174.869278178,2173020.1290880656
-1.2566,7.947,0.0252,0.0136,7.8816,23988.329190194898,15048984.767412243,28941010.31858943,6157932.253473624,31587674.438668143,40179981.77786572,12540118.812882112,5217021.690590297,2336811.866174285
-1.1715,7.9419,0.0201,0.0137,7.6687,25118.864315095823,16221980.87420009,31424644.29777833,6568581.444286292,35158823.62975351,43543809.155639395,13443066.088840459,5560826.239739522,2480963.8241895535
-1.086,7.9364,0.0162,0.0138,7.455,26302.679918953814,17538273.82936245,34222626.069575965,7027397.998894276,39231715.32855184,47329223.50596779,14455106.482853744,5945416.530678613,2641577.7217416666
-1.0002,7.9306,0.0133,0.0139,7.2406,27542.28703338169,19040371.548579626,37418114.90637703,7548195.203959553,43946659.569753185,51648528.37933457,15605218.988892887,6381324.9245131565,2824307.4103500014
-0.9142,7.9246,0.0111,0.014,7.0255,28840.31503126606,20778249.075273395,41131583.878704965,8154862.675218959,49487942.56816629,56643682.63461362,16938829.503138706,6887226.84743925,3036725.2087273183
-0.8279,7.9183,0.0093,0.0141,6.8097,30199.51720402019,22785931.845231753,45418551.504386745,8859199.836034091,55959940.583122306,62380568.29013489,18479969.18555163,7473813.111929056,3284152.691237259
-0.7411,7.9115,0.0079,0.0142,6.5927,31622.776601683792,25015450.622898277,50180480.55816061,9647527.710712135,63203158.36684596,68743377.07962625,20194949.86106847,8129124.413764896,3562253.9545545112
-0.6539,7.9043,0.0068,0.0143,6.3748,33113.112148259075,27349723.773778036,55167007.92355289,10476124.439673105,70814695.994602,75386829.22892775,21992135.015946075,8815123.155645093,3854335.287384271
-0.5664,7.8968,0.0058,0.0145,6.156,34673.685045253165,29282558.18246508,59349286.246439576,11150561.027897205,77406862.64276677,80945283.3626014,23466237.59408565,9372262.732028695,4090774.702198522
-0.4784,7.8888,0.0051,0.0146,5.9361,36307.8054770101,31581976.62568139,64269629.048784696,11965394.223467702,84927777.37981756,87494718.98543423,25232120.87355462,10046961.719798192,4378807.512004333
-0.3899,7.8803,0.0044,0.0147,5.7148,38018.93963205613,33883662.70039474,69182592.96203066,12779623.343059983,92444440.96627745,94061712.8017798,26996334.36790051,10720765.327579582,4666882.821512916
-0.3008,7.8712,0.0038,0.0149,5.492,39810.71705534969,35711860.99853034,73137307.49341495,13414675.964323241,98660413.92310774,99310464.99625817,28387485.879818764,11246254.889127828,4890677.540459337
-0.2112,7.8616,0.0033,0.0151,5.268,41686.93834703355,37534542.33044711,77075723.52771454,14051375.14766107,104838687.53542192,104542686.82767574,29773204.021543246,11771357.905449156,5113846.306619249
-0.1207,7.8511,0.0029,0.0152,5.0418,43651.58322401656,39929865.1447689,82198582.62575746,14899975.268344078,112623311.8171424,111388505.3078629,31612023.210617494,12474216.669934975,5415198.616582876
-0.029,7.8394,0.0025,0.0154,4.8126,45708.818961487515,41935669.18908314,86510747.21706314,15602395.473942807,119331205.6063133,117134845.89592987,33141947.602512535,13056266.838880425,5663176.854518528
0.064,7.8264,0.0021,0.0157,4.5799,47863.0092322638,43553766.105469264,90022734.33919661,16159704.638338825,124932711.30486403,121811487.71473211,34363719.32912375,13516403.692126941,5858443.707142051
0.158,7.8124,0.0018,0.0159,4.3449,50118.72336272725,45703637.948030464,94631833.83126691,16916810.125165973,131996137.01237664,127965619.51610008,36010173.95989849,14143152.052190455,6126709.90612482
0.2533,7.7971,0.0015,0.0162,4.1068,52480.74602497723,47607457.70573073,98746446.43839894,17579345.20120179,138422102.32397303,133431240.33511646,37451519.16886201,14690292.055816026,6359625.425206773
0.3496,7.7808,0.0013,0.0165,3.866,54954.08738576248,49684066.10179587,103215190.00975467,18303950.600131866,145380976.48816216,139405421.46528184,39034765.94070754,15290179.035887582,6615058.32325085
0.447,7.7634,0.0011,0.0169,3.6226,57543.993733715666,51358414.745271936,106870562.58564077,18880753.148847535,151196612.3960356,144249442.3710906,40298238.1240786,15767652.857092088,6817233.301303883
0.5453,7.7451,0.0009,0.0173,3.3767,60255.95860743581,53241810.22386489,110953063.6607123,19531721.233274266,157609816.6266569,149677095.11883944,41726048.81235739,16305279.691882974,7045784.563420352
0.645,7.7254,0.0007,0.0177,3.1275,63095.7344480193,55401112.60355783,115601900.00522046,20280851.763296477,164880363.90004852,155876634.14502087,43362362.458254695,16925984.015071284,7309287.310760025
0.7458,7.7046,0.0006,0.0181,2.8755,66069.34480075965,57829291.241694264,120846577.45537935,21128836.07440701,172980966.87777853,162858489.51078784,45208731.17131157,17628822.677959982,7608594.102240106
0.8475,7.6829,0.0005,0.0186,2.6212,69183.09709189362,59896180.77825904,125315738.09422794,21841719.98189136,180040239.3263987,168819132.30582157,46772822.6562061,18218581.958228394,7858789.886718628
0.95,7.6604,0.0004,0.0191,2.365,72443.59600749906,62224051.44238663,130342116.95780253,22648841.31311607,187918153.1264884,175525742.0385715,48536978.073431656,18884858.04403115,8142444.959289172
1.0531,7.6373,0.0003,0.0196,2.1073,75857.75750291836,64820574.61883478,135956307.89036426,23550524.330113016,196627078.86727375,183001820.23590335,50506505.989959575,19633074.58286006,8460371.299880613
1.1566,7.6138,0.0002,0.0201,1.8484,79432.82347242821,67694425.1294055,142141007.6884279,24549384.533754446,206235467.34579095,191273778.5755744,52692323.95081662,20462012.43583235,8812709.435224907
-5.3683,8.2041,17.944,0.011,18.1608,2511.88643150958,26828.701225115907,30462.541546688415,22112.984073395062,366.716203359663,22844.52760691305,40089.81920666491,15768.670880815405,9580.67693318793
-5.2882,8.204,17.5028,0.011,17.9605,2630.2679918953813,31698.568427271235,33984.91081104714,27568.132860363483,444.27318333732654,25702.903273979075,44774.845682091116,20464.21494716695,12542.849051026958
-5.2081,8.2039,17.0523,0.011,17.7603,2754.2287033381663,37098.78179625595,37484.01771978208,33934.960899402235,539.0264787623461,28624.781605075834,49334.88244614044,25996.512419648614,16256.842406605501
-5.128,8.2038,16.5821,0.011,17.56,2884.031503126606,43267.28547113032,41450.15267187929,41259.82229294113,657.4914349299291,32082.05521120338,54329.29853193968,32347.08046009092,20665.03740476183
-5.0479,8.2037,16.0966,0.011,17.3597,3019.9517204020162,50326.83848555222,46102.676005013695,49573.24556364806,810.8305430325117,36316.3490721831,59983.81694339159,39477.995099613596,25786.725410855186
-4.9677,8.2035,15.5996,0.011,17.1593,3162.2776601683795,58322.97234083158,51357.76722013703,59053.73258967433,1027.2829963168958,41310.6645979591,66117.14586026316,47458.61815669525,31920.978503293878
-4.8875,8.2033,15.0854,0.011,16.9588,3311.311214825911,67025.43619744769,57370.16969875581,69190.64085433267,1327.1808289139035,47221.76133355253,72904.46003416696,55774.423346883814,38689.774253457224
-4.8073,8.2031,14.5606,0.011,16.7583,3467.368504525317,76806.79602778124,64834.49530808621,80073.23104358831,1751.3385190990148,54840.598005600645,81027.80937578436,64511.195296275575,45944.78205268814
-4.727,8.2028,13.9961,0.011,16.5576,3630.780547701014,87683.85778855933,74481.10899703692,91152.24158067263,2429.573822902063,65064.2131256469,91015.23561749079,73288.37440472135,53019.56933132475
-4.6467,8.2025,13.3992,0.011,16.3567,3801.8939632056126,100110.5042807731,85586.67104520914,103783.27067220306,3370.7776036608566,77193.75761050628,102261.9565515898,83267.41622900488,61183.76465156621
-4.5663,8.2021,12.729,0.011,16.1557,3981.0717055349733,116723.86215031926,103106.52130526475,118502.45649049409,5279.7103781783235,96797.06336978055,118969.0785094918,95173.29138246461,69412.26173378454
-4.4858,8.2016,11.9608,0.011,15.9544,4168.693834703355,135294.34642798716,123334.94216805407,134600.71073990938,8126.997004750366,120321.20755176024,137642.98985504362,108201.950290018,78342.27801926204
-4.4051,8.2009,11.061,0.011,15.7527,4365.158322401661,157427.15572868037,148240.2485604695,153407.7686689618,12647.657597608697,150404.96809735429,159835.81421497726,123456.82073264889,88698.48371624538
-4.3242,8.2,9.9804,0.011,15.5505,4570.881896148751,188364.7567224528,185219.25563409115,178060.40347327964,21389.96626810003,195012.37966732695,191493.52677575115,143759.0151196624,101250.2713311244
-4.243,8.1988,8.6869,0.011,15.3475,4786.300923226385,225880.9725837528,232041.751263088,207055.77747633946,38848.128329236526,251502.42788112495,229548.30894283755,167723.95272247583,115738.05927082527
-4.1615,8.1973,7.3696,0.011,15.1437,5011.872336272725,275803.42116984754,296050.728780347,244437.22974106038,64063.417065657995,329141.1497519695,280591.23314715753,198717.03053268947,133941.81996435465
-4.0796,8.1954,6.1009,0.0111,14.939,5248.074602497728,332858.0478285563,373168.9901307397,284778.21653849125,99400.71593818428,424503.81210227194,338854.69739837653,232281.43562312116,152832.46171027987
-3.9976,8.1935,5.0404,0.0111,14.7341,5495.408738576249,407060.59377963777,475231.8586713757,336191.5286291572,149303.33628299145,551571.2164893912,414165.1100883999,275077.14078767097,176789.1502927178
-3.9158,8.1916,4.2512,0.0111,14.5295,5754.399373371566,492559.91061199724,598336.5696724281,392090.90266250685,215114.4143209063,708796.5493869657,499865.8994518265,321584.05086524657,202160.17667455543
-3.8341,8.1899,3.5983,0.0111,14.3252,6025.595860743575,592187.2624471365,745530.7264461967,455058.01270278945,300351.2975139927,898672.79474443,598761.007472743,374157.5400153388,230322.0983116122
-3.7526,8.1885,3.1015,0.0112,14.1216,6309.57344480193,694111.0751432709,904139.5341298715,514702.97453380184,403496.17736609216,1107774.8647760425,698077.150182096,424135.29441383266,255944.33455733967
-3.6714,8.1872,2.7262,0.0112,13.9184,6606.934480075957,822221.7748704627,1105389.8170049186,589001.876083694,539758.418509135,1373572.2454949678,821605.6604878221,486389.74952538486,288021.9064393426
-3.5902,8.186,2.3961,0.0112,13.7154,6918.309709189362,968253.2736463328,1339292.5699460208,671052.7772611922,705991.4226291721,1684734.6451437445,960778.8245237466,555372.5543358834,323017.1051366261
-3.509,8.1848,2.1057,0.0112,13.5125,7244.359600749898,1134982.0000450392,1610035.5278120341,762494.434527446,903149.04007584,2046875.8727839848,1118467.6381345056,632797.0032164255,361664.1993697188
-3.4278,8.1836,1.845,0.0112,13.3095,7585.775750291836,1325162.0010039627,1922540.3323265833,864403.8212685372,1133755.54639834,2467467.873511066,1296532.5449267896,719356.9001717783,404227.1882098743
-3.3466,8.1824,1.617,0.0112,13.1066,7943.282347242814,1542939.7723879353,2284312.2013123394,978400.5273293295,1399972.2416556603,2957818.403953321,1499213.287449493,816853.950565188,451466.4902652844
-3.2654,8.1812,1.4116,0.0113,12.9035,8317.63771102671,1760792.3081479259,2654817.1705293437,1086015.0318079116,1675091.685792179,3467134.3062234903,1698801.285930109,910130.2979781111,494612.0345080621
-3.1842,8.18,1.2334,0.0113,12.7004,8709.635899560806,2041494.1152462075,3130074.0920380815,1224942.876549719,2017244.6997337185,4121835.5937020774,1955521.4364861662,1030916.6934811191,550838.9972960311
-3.1029,8.1787,1.0865,0.0113,12.4972,9120.108393559096,2361718.504448593,3678193.8834668417,1378592.261973651,2407457.2449217797,4883494.0760054095,2246066.3482299927,1165583.9863542235,612159.6204304446
-3.0215,8.1773,0.9632,0.0113,12.2938,9549.92586021436,2725386.7010205793,4307989.318997354,1547518.4534061905,2851796.8373228456,5765150.714193658,2573372.0582366325,1314448.4909174927,678491.9183546748
-2.9402,8.176,0.8536,0.0113,12.0905,10000.0,3130603.975253417,5020126.002700706,1728684.8920694331,3357674.427442386,6769095.873420273,2935368.173137611,1475107.163794825,748487.7192087532
-2.8588,8.1746,0.7557,0.0113,11.887,10471.285480508985,3565398.9510361482,5797418.043609776,1916001.4635173115,3927521.6077228114,7870651.178837878,3319728.6082298104,1640981.073748341,819642.8958927433
-2.7772,8.173,0.6682,0.0114,11.6831,10964.78196143185,3949074.4073627805,6507614.260144181,2067964.222197132,4484414.698030305,8887054.623343479,3651655.216134598,1776031.8770850925,874524.2634232733
-2.6956,8.1714,0.5899,0.0114,11.479,11481.536214968817,4408545.390609715,7359050.8212682195,2252905.7360632066,5179236.793742751,10100848.319402916,4048459.1860475335,1938432.8294694712,942870.0991560752
-2.6139,8.1697,0.5199,0.0114,11.2747,12022.644346174131,4874558.835669342,8237241.562763041,2434574.2304217815,5929058.93595389,11358418.064142987,4445593.669630122,2096866.3796532312,1009280.455597417
-2.5321,8.1679,0.4573,0.0114,11.0703,12589.254117941662,5314413.1820018375,9078661.051068177,2600057.908983813,6664779.21923307,12571811.17806183,4815149.386702932,2240014.1226283503,1069084.082340196
-2.4504,8.1662,0.4014,0.0115,10.8659,13182.567385564074,5577368.488509709,9607177.708367143,2686068.245806181,7166709.309324014,13350326.020680826,5026015.080144311,2312622.668992024,1097655.0639440848
-2.3685,8.1643,0.3514,0.0115,10.6613,13803.842646028837,5971856.160129612,10378051.562478015,2830851.205809519,7889323.949130038,14469444.938270543,5349876.878430021,2434808.327249062,1149915.3870582045
-2.2866,8.1624,0.3067,0.0115,10.4564,14454.39770745928,6466500.844627574,11347908.467804177,3014095.7370016086,8854413.289721863,15866892.212589521,5753654.6039313525,2589552.8468848965,1216034.468873185
-2.2045,8.1603,0.2666,0.0115,10.2513,15135.612484362071,7031845.800416383,12461084.014845684,3227877.486041572,10041527.66952405,17450660.581231993,6214179.40538686,2769649.2829546817,1293200.5639267662
-2.1223,8.1582,0.2307,0.0116,10.0459,15848.93192461114,7514654.897812374,13443598.277458526,3403115.9380951724,11218104.765499122,18833523.302333336,6598777.570932066,2915711.036017606,1354770.0514879264
-2.04,8.1558,0.1984,0.0116,9.8401,16595.869074375598,8164865.610906155,14736539.969870888,3651209.4349803976,12737361.993456738,20641039.918329276,7124977.374570546,3123665.2101917304,1444859.399478765
-1.9576,8.1534,0.1693,0.0116,9.634,17378.00828749376,8863985.580354799,16140445.821710397,3917750.231865344,14434425.108152557,22588717.48341715,7689595.4044714775,3346451.0799702127,1541365.3350452818
-1.875,8.1508,0.1433,0.0117,9.4275,18197.008586099826,9457433.491701793,17364399.99213526,4132196.8275903626,16051061.047585111,24279281.40178379,8156948.954516577,3525727.4395486135,1616924.875749223
-1.7923,8.1481,0.1201,0.0117,9.2207,19054.607179632483,10265338.997019898,19004645.865840483,4435483.826197421,18132753.032539412,26536022.61918948,8803345.456088515,3779973.3298647334,1726512.9593073823
-1.7094,8.1452,0.0995,0.0117,9.0134,19952.62314968879,11145339.338774052,20795998.686684746,4763223.938605501,20456142.789105654,28997184.28995773,9503591.152179247,4054793.4438949456,1844717.3929535483
-1.6263,8.1421,0.0815,0.0118,8.8058,20892.96130854041,11899836.784031434,22378320.53798506,5031630.12724764,22662689.855358895,31154697.414037593,10091958.441170253,4279336.564045694,1938998.8496175616
-1.5431,8.1389,0.0659,0.0118,8.5978,21877.616239495517,12933051.433678001,24505721.310110644,5410890.046603755,25519458.534525756,34063050.43584537,10906752.38295767,4597232.24836606,2074615.1805024578
-1.4597,8.1355,0.0526,0.0119,8.3893,22908.676527677748,13830920.867772507,26405693.7475976,5725570.949169793,28239795.486887485,36639845.13793988,11599667.626178859,4860562.549363077,2184980.891471607
-1.3761,8.1319,0.0414,0.0119,8.1803,23988.329190194898,15059518.854608849,28963936.191332817,6169057.2508424055,31776169.777566615,40123021.397959486,12561616.927294225,5233190.403577049,2343190.7445641197
-1.2923,8.1281,0.0322,0.012,7.9708,25118.864315095823,16154835.0225929,31297454.211887438,6548023.529802803,35194352.368656635,43275795.52331469,13400992.864142807,5550063.691308619,2475250.027077836
-1.2083,8.1241,0.0249,0.012,7.7608,26302.679918953814,17669429.49004596,34478551.54868258,7086474.543230909,39722171.113625996,47591025.16511308,14575282.327872418,6002027.307647109,2665747.8888286063
-1.1241,8.12,0.0192,0.0121,7.5504,27542.28703338169,19079820.240692917,37502547.01614978,7571500.97844702,44257281.03819395,51665044.9486021,15651959.929593788,6407516.282701198,2834854.8389577954
-1.0398,8.1156,0.0147,0.0122,7.3394,28840.31503126606,20700715.56255492,40981876.80668816,8131919.337073098,49526291.40618394,56328461.67361855,16888061.68823268,6874811.547344971,3029855.416808228
-0.9552,8.111,0.0113,0.0122,7.128,30199.51720402019,22929012.865770593,45707960.50825601,8923866.44709948,56545208.35277949,62674068.92063757,18609718.6224779,7534610.348885588,3309953.591939975
-0.8705,8.1063,0.0088,0.0123,6.9162,31622.776601683792,24985888.434839044,50125795.95943703,9645005.96478738,63349799.85515748,68554714.93893498,20184093.306146916,8132989.961165056,3563291.428492899
-0.7854,8.1012,0.007,0.0124,6.7036,33113.112148259075,27103267.348048236,54674917.26175276,10390330.287499553,70390183.87557773,74611226.95569855,21808013.0164515,8750182.051101279,3825587.9930817108
-0.7002,8.096,0.0057,0.0124,6.4904,34673.685045253165,29666181.470871575,60121268.40338552,11306009.684085479,78616209.37514862,81892509.89733209,23786804.19976296,9509924.932146942,4150478.759973347
-0.6147,8.0905,0.0048,0.0125,6.2767,36307.8054770101,31725245.634295452,64549291.358151436,12028533.92546619,85486088.11155437,87786457.93412888,25358259.511545356,10106491.919477029,4404752.79703821
-0.529,8.0848,0.004,0.0126,6.0625,38018.93963205613,33719717.624987856,68847855.08200029,12728336.05859224,92183751.84451199,93503197.37052238,26883039.97233241,10685611.217558857,4651579.799093515
-0.4428,8.0787,0.0034,0.0127,5.8471,39810.71705534969,35692550.07044997,73091026.78603384,13418540.506686585,98770676.44262621,99147121.55980028,28387818.908707865,11255713.164467668,4894790.676363872
-0.3563,8.0721,0.0029,0.0128,5.6308,41686.93834703355,37656944.65346352,77319950.18111125,14107588.525003204,105345388.89194734,104777398.90436551,29884055.11706655,11826072.02878658,5137615.83429791
-0.2696,8.0654,0.0025,0.0129,5.414,43651.58322401656,39617366.09874479,81540258.55712837,14794261.905988289,111896383.26454519,110404844.80429566,31379068.51390401,12393701.684872404,5379750.634283579
-0.1825,8.0583,0.0022,0.013,5.1962,45708.818961487515,41608141.21459403,85827171.49192601,15490520.785669712,118551967.34343912,116113000.41520265,32898247.488977022,12971008.815721622,5625677.881160314
-0.0949,8.0507,0.0019,0.0131,4.9772,47863.0092322638,43667912.15994629,90250353.88534132,16212505.339668142,125398655.09503348,122007059.66631062,34469650.24239851,13568063.510635579,5880293.112609143
-0.0069,8.0427,0.0016,0.0132,4.7572,50118.72336272725,45632804.129747964,94476466.60623412,16901484.87207247,131925153.32629259,127649668.05408801,35967612.081571676,14139452.611512132,6123979.1529571945
0.0816,8.0343,0.0014,0.0134,4.5361,52480.74602497723,47112421.043076314,97710651.29338357,17407769.4695802,137121600.35202724,131934372.38692789,37082573.93580396,14556295.466087786,6301036.121920575
0.1706,8.0252,0.0012,0.0135,4.3135,54954.08738576248,49403473.22951129,102622825.49610844,18212316.39212954,144693137.20364517,138490510.197351,38832194.212370485,15223444.284854857,6585579.9881274095
0.2605,8.0153,0.001,0.0137,4.0886,57543.993733715666,51123889.21101554,106362949.126662,18804924.284253657,150617118.83446223,143471757.34244323,40132695.84658987,15711560.598496696,6792355.870247244
0.3513,8.0045,0.0008,0.0139,3.8618,60255.95860743581,52990182.938325405,110408346.11389944,19450157.52259517,156995017.47642934,148859978.41642532,41544149.03017594,16246164.958294882,7019593.538288051
0.4428,7.9931,0.0007,0.014,3.6331,63095.7344480193,55812175.08831911,116448911.53366886,20442624.53317571,166226170.07296106,156917536.30452657,43700197.19164459,17068854.948099826,7370984.444405643
0.535,7.9808,0.0006,0.0143,3.4026,66069.34480075965,57225941.21689598,119563723.0461467,20919950.303726554,171302379.27952695,161040636.07984972,44757662.085986316,17464187.450179465,7536843.390876245
0.6281,7.9677,0.0005,0.0145,3.1698,69183.09709189362,59660792.07243718,124811757.99854238,21767909.288129322,179448348.39726985,168047303.33982006,46610468.000172704,18165378.63568665,7835118.36186754
0.7219,7.9539,0.0004,0.0147,2.9353,72443.59600749906,62308938.09878458,130519930.94194321,22692275.833504733,188278530.71669257,175651912.47624913,48625580.44313601,18931533.29625129,8161066.121134603
0.8162,7.9397,0.0003,0.015,2.6996,75857.75750291836,64310591.08300889,134861810.8094161,23376000.362734783,195187927.10924172,181445012.13423005,50127604.37218066,19496557.773329303,8399995.393899566
